RowID,CaseID,Vol,Page,Order,Group,PreTitle,Forename,Surname,PostTitle,Status,Place1,County1,Place2,County2,Place3,County3
1,2-0829-01,2,829,1,,,John,Barcroft,senior,merchant,Chard,Somerset,,,,
2,2-0829-02,2,829,2,,,Robert,Molineux,senior,,the Woods,Lancashire,,,,
3,2-0830-01,2,830,1,,,Thomas,Willis,,clerk of the crown in Chancery,Ash,Hampshire,,,,
4,2-0830-01,2,830,1,,,John,Bolles,,clerk of the crown in Chancery,,,,,,
5,2-0831-01,2,831,1,,Sir,Edward,Dering,bart,,,,,,,
6,2-0832-01,2,832,1,,,Mildmay,,Earl of Westmoreland,,,,,,,
7,2-0832-02,2,832,2,,,David,Skipwith,,,Utterby,Lincolnshire,,,,
8,2-0832-02,2,832,2,,,John,Rudston,,,Utterby,Lincolnshire,,,,
9,2-0833-01,2,833,1,,,Nicholas,Blincoe,,,Waltham Abbey,Essex,,,,
10,2-0833-02,2,833,2,,Sir,Thomas,Bowyer,bart,,Leighthorne,Sussex,,,,
11,2-0834-01,2,834,1,,,Thomas,May,,,Raumer,Sussex,,,,
12,2-0835-01,2,835,1,,Sir,Thomas,Bishop,,,Stickford,Lincolnshire,Hemswell,Lincolnshire,,
13,2-0835-02,2,835,2,,Sir,George,Grimes,,,Camberwell,Surrey,,,,
14,2-0835-02,2,835,2,,Sir,Thomas,Grimes,,,Camberwell,Surrey,,,,
15,2-0835-03,2,835,3,,Sir,Richard,Halford,bart,,Wistow,Leicestershire,,,,
16,2-0837-01,2,837,1,,Sir,Francis,Leigh,,,,Surrey,,,,
17,2-0837-02,2,837,2,,Sir,John,Morley,,,Chichester,Sussex,,,,
18,2-0838-01,2,838,1,,,Richard,Williams,,late town clerk,Chichester,Sussex,,,,
19,2-0839-01,2,839,1,,Sir,Anthony Ashley,Cooper,bart,,Wimborne St Giles,Dorset,,,,
20,2-0839-02,2,839,2,,,John,,Earl of Thanet,,Tufton,Sussex,,,,
21,2-0840-01,2,840,1,,Sir,Robert,de Grey,,,,,,,,
22,2-0840-02,2,840,2,,Sir,John,Baker,bart,,Sissinghurst,Kent,,,,
23,2-0841-01,2,841,1,,Sir,Francis,Carew,,,Beddington,Surrey,,,,
24,2-0841-02,2,841,2,,,Jeremiah,Beck,,,Castle Acre,Norfolk,,,,
25,2-0842-01,2,842,1,,,Francis,Nevill,,,Chevet,Yorkshire,,,,
26,2-0843-01,2,843,1,,,Edward,Brookes,,,Liversedge,Yorkshire,Broadcarr,Yorkshire,,
27,2-0844-01,2,844,1,,,John,Freeman,,,Chelmsford,Essex,,,,
28,2-0845-01,2,845,1,,,John,Le Hunt,,,Little Bradley,Suffolk,,,,
29,2-0845-02,2,845,2,,,William,Le Hunt,,,Little Bradley,Suffolk,,,,
30,2-0845-03,2,845,3,,,John,Penning,,,Old Buckenham,Norfolk,,,,
31,2-0846-01,2,846,1,,,Edward,Russell,,brother of the Earl of Bedford,Woburn,Bedfordshire,,,,
32,2-0846-02,2,846,2,,,George,Bruges or Brydges,Lord Chandos,,Sudeley Castle,Gloucestershire,,,,
33,2-0846-02,2,846,2,,,William,Brydges,,brother of Lord Chandos,Uxbridge,Middlesex,,,,
34,2-0847-01,2,847,1,,,George,Bromley,,,Waterford Hall,Hertfordshire,,,,
35,2-0847-02,2,847,2,,Sir,Thomas,Bendish,bart,,Steeple Bumpstead,Essex,,,,
36,2-0848-01,2,848,1,,Sir,Richard,Norton,bart,,Rotherfield,Hampshire,,,,
37,2-0848-01,2,848,1,,Sir,Richard,Norton,,son of Sir Richard senior bart,Rotherfield,Hampshire,,,,
38,2-0848-01,2,848,1,,,John,Norton,,son of Sir Richard senior bart,Rotherfield,Hampshire,,,,
39,2-0848-02,2,848,2,,Sir,Thomas,Allen,,,Finchley,Middlesex,,,,
40,2-0848-03,2,848,3,,Sir,Benjamin,Ayliffe or Ayloffe,bart,,Braxted,Essex,,,,
41,2-0848-03,2,848,3,,,William,Ayliffe or Ayloffe,,son of Sir Benjamin,Braxted,Essex,,,,
42,2-0849-01,2,849,1,,Sir,Edward,Bishop,bart,,Parham,Sussex,,,,
43,2-0850-01,2,850,1,,Sir,Wingfield,Bodenham,,,Ryhall,Rutland,,,,
44,2-0852-01,2,852,1,,Sir,John,Butler or Boteler,,,Watnatstone,Hertfordshire,,,,
45,2-0853-01,2,853,1,,,James,,Earl of Carlisle,,,,,,,
46,2-0853-02,2,853,2,,,Thomas,Coningsby,,,North Mimms,Hertfordshire,,,,
47,2-0857-01,2,857,1,,Sir,Robert,Cooke,,,,,,,,
48,2-0857-01,2,857,1,,,Henry,Cooke,,,,,,,,
49,2-0858-01,2,858,1,,Colonel,John,Covert,,,,Kent,,,,
50,2-0858-02,2,858,2,,,Thomas,Dunstall,,,Shermanbury,Sussex,,,,
51,2-0858-03,2,858,3,,Dr,,Featley,,,,,,,,
52,2-0858-04,2,858,4,,Sir,Richard,Gurney,bart,late Lord Mayor,London,London,,,,
53,2-0863-01,2,863,1,,Sir,Edward,Hearon,,,Cressy Hall,Lincolnshire,,,,
54,2-0863-02,2,863,2,,Sir,Thomas,Littleton,bart,,Hagley,Worcestershire,,,,
55,2-0863-03,2,863,3,,,Edward,Maynard,,moneyer,,,,,,
56,2-0863-04,2,863,4,,,Henry,Neville alias Smith,,,Cressing Temple,Essex,,,,
57,2-0863-04,2,863,4,,,William,Neville alias Smith,,son of Henry,Cressing Temple,Essex,,,,
58,2-0864-01,2,864,1,,Sir,Thomas,Peyton,MP,,Knowlton,Kent,,,,
59,2-0864-02,2,864,2,,,Thomas,Playters,,,,,,,,
60,2-0864-03,2,864,3,,Sir,Roger,Twisden,bart,,East Peckham,Kent,,,,
61,2-0865-01,2,865,1,,Sir,Francis,Williamson,,,,,,,,
62,2-0865-02,2,865,2,,,Elizabeth,"Wingate, later Duncombe",,widow of John Wingate,,Bedfordshire,,,,
63,2-0865-02,2,865,2,,,John,Wingate,,,,Bedfordshire,,,,
64,2-0865-03,2,865,3,,,Thomas,Smith,,,Nibley,Gloucestershire,,,,
65,2-0865-04,2,865,4,,,Ellen,Drake,,widow of Sir John,Ash,Devon,,,,
66,2-0865-04,2,865,4,,Sir,John,Drake,,,Ash,Devon,,,,
67,2-0866-01,2,866,1,,,William,Gandy,,,Reading,Berkshire,,,,
68,2-0866-01,2,866,1,,,Thomas,Harrison,,,Reading,Berkshire,,,,
69,2-0866-02,2,866,2,,,William,Gibson,,,London,London,,,,
70,2-0867-01,2,867,1,,Colonel,Anthony,Hungerford,MP,,Blackbourton,Oxfordshire,,,,
71,2-0867-02,2,867,2,,Sir,George,Sandes or Sondes,KB,,Throwley,Kent,,,,
72,2-0868-01,2,868,1,,,John,Apsley,,,Pulborough,Sussex,,,,
73,2-0869-01,2,869,1,,Sir,Edward,Ford,,,,Sussex,,,,
74,2-0869-02,2,869,2,,,John,Neville,Lord Abergavenny,,Sherborn Castle,Oxfordshire,,,,
75,2-0869-02,2,869,2,,Lady,Catherine,Neville,,mother of Lord Abergavenny,,,,,,
76,2-0869-02,2,869,2,,,Mary,Neville,,sister of Lord Abergavenny,,,,,,
77,2-0869-02,2,869,2,,,Elizabeth,Neville,,sister of Lord Abergavenny,,,,,,
78,2-0872-01,2,872,1,,,William,,Lord Paget,,,,,,,
79,2-0873-01,2,873,1,,Sir,Henry,Anderson,bart,,Pendley,Hertfordshire,,,,
80,2-0874-01,2,874,1,,,Thomas,Hebblethwaite,late MP,,New Malton,Yorkshire,,,,
81,2-0874-02,2,874,2,,,Thomas,Cory,,,Norwich,Norfolk,,,,
82,2-0874-03,2,874,3,,Sir,John,Hewitt,bart,,Waresley,Huntingdonshire,,,,
83,2-0875-01,2,875,1,,,Christopher,Byerley,,,,Durham,,,,
84,2-0875-01,2,875,1,,Colonel,Antony,Byerley,,elder son of Christopher,Midridge Grange,Durham,,,,
85,2-0875-01,2,875,1,,,Robert,Byerley,,younger son of Christopher,,Durham,,,,
86,2-0875-01,2,875,1,,,Cuthbert,Carr,,,,Durham,,,,
87,2-0876-01,2,876,1,,Captain,Christopher,Moreland,,,Stroud,Kent,,,,
88,2-0876-02,2,876,2,,,Thomas,Pepper,,,,,,,,
89,2-0877-01,2,877,1,,,Thomas,Hanmer,,,Apley,Shropshire,,,,
90,2-0877-02,2,877,2,,,Christopher,Rose,,late sheriff,,Cambridgeshire,,,,
91,2-0877-03,2,877,3,,,Thomas,Audley,,,St Ives,Huntingdonshire,,,,
92,2-0877-03,2,877,3,,,Molineux,Audley,,brother of Thomas,St Ives,Huntingdonshire,,,,
93,2-0878-01,2,878,1,,Major,,Norton,,,Richmond,Yorkshire,,,,
94,2-0878-01,2,878,1,,,Edmund,Norton,,son of Major Norton,Richmond,Yorkshire,,,,
95,2-0879-01,2,879,1,,Sir,John,Key,bart,,Woodsom,Yorkshire,,,,
96,2-0879-02,2,879,2,,,William,Crosse,,,Ford,Shropshire,,,,
97,2-0879-02,2,879,2,,,George,Crosse,,,Ford,Shropshire,,,,
98,2-0879-02,2,879,2,,,John,Waring,,,,Shropshire,,,,
99,2-0879-03,2,879,3,,,James,Altham,,,,Essex,Gray's Inn,London,,
100,2-0879-04,2,879,4,,,Henry,Howard,,,"Drury Lane, London",London,,,,
101,2-0880-01,2,880,1,,,William,Thornton,,,Wyham,Lincolnshire,Grantham,Lincolnshire,,
102,2-0880-02,2,880,2,,Sir,Humphrey,Forster,bart,,Aldermaston,Berkshire,,,,
103,2-0881-01,2,881,1,,,John,Clarke,,alderman,Coventry,Warwickshire,,,,
104,2-0881-02,2,881,2,,Sir,Richard,Stone,,,Stukeley Magna,Huntingdonshire,,,,
105,2-0881-03,2,881,3,,,Thomas,Wragg,,,Wisbech,Cambridgeshire,,,,
106,2-0881-03,2,881,3,,,Stephen,Wragg,,deceased; father of Thomas,Wisbech,Cambridgeshire,,,,
107,2-0882-01,2,882,1,,,Edward,Andrews,,,,,,,,
108,2-0882-02,2,882,2,,Sir,Roger,Jaques,,alderman,York,Yorkshire,,,,
109,2-0882-03,2,882,3,,,William,Comyn,,,Blackwall,Middlesex,,,,
110,2-0882-04,2,882,4,,Sir,William,Kingsmill,,,Sidmonton,Hampshire,,,,
111,2-0882-04,2,882,4,,Sir,Richard,Kingsmill,,,Sidmonton,Hampshire,,,,
112,2-0884-01,2,884,1,,Sir,George,Muschamp,,,Barmoor,Northumberland,,,,
113,2-0884-01,2,884,1,,Lady,Gilbert,Muschamp,,widow of Sir George,Barmoor,Northumberland,,,,
114,2-0885-01,2,885,1,,,William,Sandham,,,Chichester,Sussex,,,,
115,2-0885-02,2,885,2,,,Henry,Warner,senior,,Mildenhall,Suffolk,,,,
116,2-0885-02,2,885,2,,,Henry,Warner,junior,,Mildenhall,Suffolk,,,,
117,2-0885-03,2,885,3,,Sir,John,Tyrrell,,,Springfield,Essex,,,,
118,2-0885-04,2,885,4,,,John,Glassington,,,,,,,,
119,2-0886-01,2,886,1,,Sir,William,Ingleby,,,Ripley,Yorkshire,,,,
120,2-0886-01,2,886,1,,,William,Ingleby,,son of Sir William,Ripley,Yorkshire,,,,
121,2-0886-02,2,886,2,,,Thomas,Brooker,,,Byford,Herefordshire,,,,
122,2-0887-01,2,887,1,,,Stephen,Soame,,,,Kent,,,,
123,2-0887-02,2,887,2,,,Richard,Kibe,,,Sidlesham,Sussex,,,,
124,2-0887-03,2,887,3,,,Christopher,Roper,Lord Teynham,recusant,,Kent,,,,
125,2-0890-01,2,890,1,,,Thomas,Paget,,,,Staffordshire,,,,
126,2-0891-01,2,891,1,,,John,Green,,,Epping,Essex,,,,
127,2-0891-02,2,891,2,,,Christopher,Hildyard,,,Lissett in Holderness,Yorkshire,Winestead,Yorkshire,,
128,2-0891-03,2,891,3,,,Alexander,Saywell,,apprentice,London,London,,,,
129,2-0891-04,2,891,4,,,Edward,Warner,,,Mildenhall,Suffolk,,,,
130,2-0891-05,2,891,5,,Captain,Humphrey,Toruney,,,"Newport, Isle of Wight",Hampshire,,,,
131,2-0891-06,2,891,6,,Sir,John,Cotton,,,,Cambridgeshire,,,,
132,2-0892-01,2,892,1,,Sir,Thomas,Liddell,bart,late Alderman of Newcastle on Tyne,Ravensworth Castle,Durham,,,,
133,2-0893-01,2,893,1,,,Robert,Abbott,,,,,,,,
134,2-0893-02,2,893,2,,,Thomas,Blinkarne,,,,,,,,
135,2-0893-03,2,893,3,,,John,Birch,,attorney,Cannock,Staffordshire,,,,
136,2-0893-04,2,893,4,,,Edmund,Wye,,,St Neots,Huntingdonshire,,,,
137,2-0893-05,2,893,5,,,Thomas,Leigh,junior,son of the late Thomas Leigh senior,Adlington,Cheshire,,,,
138,2-0893-05,2,893,5,,,Thomas,Leigh,senior,father of Thomas junior,Adlington,Cheshire,,,,
139,2-0893-05,2,893,5,,,Peter,Leigh,,brother of Thomas junior,,,,,,
140,2-0893-05,2,893,5,,,Urian,Leigh,,cousin of Thomas junior,,,,,,
141,2-0895-01,2,895,1,,,Henry,Collier,,,Hermitage,Dorset,,,,
142,2-0895-02,2,895,2,,,Thomas,Abbis,,,Statfold,Bedfordshire,,,,
143,2-0895-03,2,895,3,,Captain,James,Dockwra,,,Fulbourn,Cambridgeshire,,,,
144,2-0896-01,2,896,1,,,John,Ayton,,Gentleman Usher,Oxford,Oxfordshire,,,,
145,2-0897-01,2,897,1,,,George,Copeing,,,Ofton,Suffolk,,,,
146,2-0897-02,2,897,2,,,William,Copeing,,,,Suffolk,,,,
147,2-0897-03,2,897,3,,,Alex,Smith,,,Great Houghton,Northamptonshire,,,,
148,2-0897-04,2,897,4,,Colonel,Richard,Rhodes or Rodd,,,Rodd,Herefordshire,,,,
149,2-0898-01,2,898,1,,,George,Cotton,,,Combermere,Cheshire,,,,
150,2-0898-02,2,898,2,,,Mary,Banks,,widow and executrix of Sir John Banks,,,,,,
151,2-0898-02,2,898,2,,Sir,John,Banks,,Lord Chief Justice of Common Pleas,,,,,,
152,2-0900-01,2,900,1,,,Margaret,Eure and Pulteney,,widow of William Eure and John Pulteney,Shenleybury,Hertfordshire,,,,
153,2-0900-01,2,900,1,,,William,Eure,,recusant,,,,,,
154,2-0900-01,2,900,1,,,John,Pulteney,,,Shenleybury,Hertfordshire,,,,
155,2-0900-02,2,900,2,,Sir,William,Portman,"senior, bart",,Orchard,Somerset,,,,
156,2-0900-02,2,900,2,,,Anne,Portman,,widow of Sir William,Orchard,Somerset,,,,
157,2-0900-02,2,900,2,,,William,Portman,"junior, bart",son of Sir William senior,Orchard,Somerset,,,,
158,2-0901-01,2,901,1,,,Edward,Buckworth,,,Wisbech,Cambridgeshire,,,,
159,2-0901-02,2,901,2,,Sir,Henry,Audley,,,Barchurch,Essex,,,,
160,2-0902-01,2,902,1,,Colonel Sir,Thomas,Haggerston,,,Haggerston,Durham,,,,
161,2-0902-01,2,902,1,,Captain,John,Shafto,,Governor of Holy Island Fort,,Durham,,,,
162,2-0902-01,2,902,1,,,Joan,Shafto,,wife of John,,Durham,,,,
163,2-0903-01,2,903,1,,,Elizabeth,Warner,,daughter of Lady Gee,Mildenhall,Suffolk,,,,
164,2-0903-01,2,903,1,,Lady,,Gee,,,Mildenhall,Suffolk,,,,
165,2-0904-01,2,904,1,,,Thomas,Gunter,,,,Sussex,,,,
166,2-0904-02,2,904,2,,,Daniel,Wigmore,,Archdeacon of Ely,Ely,Cambridgeshire,,,,
167,2-0904-03,2,904,3,,,Christopher,Wragg,,,,,,,,
168,2-0904-04,2,904,4,,,Christopher,Pickering,,,Tichmarsh,Northamptonshire,,,,
169,2-0905-01,2,905,1,,Sir,John,Bowles,bart,,Lincoln,Lincolnshire,,,,
170,2-0905-01,2,905,1,,,Robert,Bowles,,son and heir of Sir Robert,Scampton,Lincolnshire,,,,
171,2-0905-02,2,905,2,,,Thomas,Dodd,,,Edge,Cheshire,,,,
172,2-0905-02,2,905,2,,,Edward,Dodd,,father of Thomas,,,,,,
173,2-0906-01,2,906,1,,,Roger,Jones,,late servant of King,,,,,,
174,2-0906-02,2,906,2,,Sir,Henry,Cason,,late,Harrold,Bedfordshire,,,,
175,2-0906-03,2,906,3,,,William,Osbaldeston,,son and heir of Thomas,Walton le Dale,Lancashire,,,,
176,2-0906-03,2,906,3,,,Thomas,Osbaldeston,,father of William,Walton le Dale,Lancashire,,,,
177,2-0907-01,2,907,1,,Sir,Lodowick,Dyer,bart,,Stoughton,Huntingdonshire,,,,
178,2-0907-02,2,907,2,,,Henry,Goring,,son of Sir William,,Sussex,,,,
179,2-0907-02,2,907,2,,Sir,William,Goring,,father of Henry,,Sussex,,,,
180,2-0907-03,2,907,3,,,George,Bowerman,,,Ile Brewers,Somerset,,,,
181,2-0908-01,2,908,1,,Colonel,Joseph,Bampfield,,,,,,,,
182,2-0908-02,2,908,2,,Sir,John,Conyers,bart,,Nettlesworth,Durham,,,,
183,2-0908-03,2,908,3,,,Thomas,Bagehott,,,Wing,Buckinghamshire,,,,
184,2-0908-04,2,908,4,,Sir,Peregrine,Bertie,,,Evedon,Lincolnshire,,,,
185,2-0909-01,2,909,1,,,Samuel,Newson,,,Norwich,Norfolk,,,,
186,2-0909-02,2,909,2,,,Thomas,Hickes,,,Crumhall,Gloucestershire,,,,
187,2-0909-03,2,909,3,,,Henry,Leming,,,Colchester,Essex,,,,
188,2-0910-01,2,910,1,,Sir,Henry Frederick,Thynne,bart,,Caurse Castle,Shropshire,,,,
189,2-0910-01,2,910,1,,Sir,James,Thynne,MP,brother of Henry Frederick,Longleat,Wiltshire,,,,
190,2-0914-01,2,914,1,,,Edward,Clarke,,,Bradford,Somerset,,,,
191,2-0914-02,2,914,2,,,John,Savage,Earl of Rivers,,Rock Savage,Cheshire,,,,
192,2-0914-02,2,914,2,,,Thomas,Savage,,brother of Earl Rivers,Beeston,Cheshire,,,,
193,2-0916-01,2,916,1,,Sir,Edward,Rodney,,,Pilton,Somerset,,,,
194,2-0916-02,2,916,2,,,John,Anderson,,,London,London,,,,
195,2-0916-03,2,916,3,,,Thomas,Strode,,,,Somerset,,,,
196,2-0916-04,2,916,4,,Sir,John,Carill,,recusant,Harting,Sussex,,,,
197,2-0916-04,2,916,4,,,John,Carill,junior,son of Sir John,,,,,,
198,2-0918-01,2,918,1,,Major,Thomas,Cromwell,,,Staughton Magna,Huntingdonshire,,,,
199,2-0919-01,2,919,1,,,William,Woodward,,,Lambeth,Surrey,,,,
200,2-0919-02,2,919,2,,,Henry,Wingfield,,,Trumpington,Cambridgeshire,,,,
201,2-0919-03,2,919,3,,Sir,John,Borlase,,,Medmenham,Buckinghamshire,Bockmore,Buckinghamshire,,
202,2-0920-01,2,920,1,,,Richard,,Viscount Lumley,,Stanstead,Sussex,,,,
203,2-0920-01,2,920,1,,,John,,,son and heir of Viscount Lumley,Stanstead,Sussex,,,,
204,2-0921-01,2,921,1,,,William,Rishton,,,Earnley,Sussex,,,,
205,2-0921-01,2,921,1,,,Richard,Rishton,,,Earnley,Sussex,,,,
206,2-0921-02,2,921,2,,,Francis,Shallott,,,Chichester,Sussex,,,,
207,2-0922-01,2,922,1,,,Thomas,Smethwick,,,Smethwick,Cheshire,,,,
208,2-0922-02,2,922,2,,,Richard,Turner,,,Birdham,Sussex,,,,
209,2-0922-03,2,922,3,,,Henry,Vernon,,,Haslington,Cheshire,,,,
210,2-0923-01,2,923,1,,,Lindley,Wren,,,Binchester,Durham,,,,
211,2-0924-01,2,924,1,,Sir,Richard,Newport,Lord Newport,,High Ercall,Shropshire,,,,
212,2-0924-01,2,924,1,,,Rachel,Newport,,wife of Lord Newport,High Ercall,Shropshire,,,,
213,2-0924-01,2,924,1,,,Francis,Newport,MP,son of Lord Newport,Eyton,Shropshire,,,,
214,2-0926-01,2,926,1,,,Thomas,Warre,,lawyer,Ilminster,Somerset,,,,
215,2-0926-02,2,926,2,,Lady,Judith,Clarke,,widow,Pleshey,Essex,,,,
216,2-0927-01,2,927,1,,,Robert,Henley,,chief clerk in King's Bench,,,,,,
217,2-0927-02,2,927,2,,Sir,Elias,Hicks,,,London,London,,,,
218,2-0928-01,2,928,1,,Captain,Thomas,Pigg,,,Walsoken,Norfolk,Isle of Ely,Cambridgeshire,,
219,2-0928-02,2,928,2,,,Robert,Cartwright,,,Hedon,Yorkshire,Hull,Yorkshire,,
220,2-0928-03,2,928,3,,,Richard,Langley,,,Hemingford Grey,Huntingdonshire,,,,
221,2-0929-01,2,929,1,,Captain,Hugh,Leigh,,,,,,,,
222,2-0929-02,2,929,2,,,Thomas,Swan,,,Beverley,Yorkshire,Hull,Yorkshire,,
223,2-0929-03,2,929,3,,,Francis,Thompson,,,Scarborough,Yorkshire,,,,
224,2-0929-03,2,929,3,,,Stephen,Thompson,,,Humbleton,Yorkshire,Scarborough,Yorkshire,,
225,2-0930-01,2,930,1,,,James,Watkinson,,merchant,Hull,Yorkshire,,,,
226,2-0931-01,2,931,1,,,Robert,Audley,,ward of the King,Northill,Bedfordshire,,,,
227,2-0931-02,2,931,2,,,William,Blythman,,,Newlath,Yorkshire,,,,
228,2-0932-01,2,932,1,,Sir,William,Ford,,,Harting,Sussex,,,,
229,2-0932-02,2,932,2,,,William,Leversage,senior,,Wheelock,Cheshire,,,,
230,2-0932-02,2,932,2,,,William,Leversage,junior,,Wheelock,Cheshire,,,,
231,2-0933-01,2,933,1,,Sir,John,Miller,,,Little Bredy,Dorset,,,,
232,2-0933-02,2,933,2,,,Thomas,Miller,,waiter of the customs,Bristol,Gloucestershire,,,,
233,2-0933-03,2,933,3,,,John,Moore,,,,Gloucestershire,,,,
234,2-0934-01,2,934,1,,,James,Pennyman,,,Ormesby,Yorkshire,,,,
235,2-0934-01,2,934,1,,Sir,James,Pennyman,,son of James,,,,,,
236,2-0934-02,2,934,2,,,Thomas,Pope,Earl of Down,,Wilcot,Oxfordshire,,,,
237,2-0934-02,2,934,2,,,Lucy,Pope,Countess of Down,,Wilcot,Oxfordshire,,,,
238,2-0935-01,2,935,1,,,William,Tyringham,,,Tyringham,Buckinghamshire,,,,
239,2-0936-01,2,936,1,,,Christopher,Dodington,,,,Somerset,,,,
240,2-0937-01,2,937,1,,,John,Hawkins,,,Barnards,Somerset,,,,
241,2-0937-02,2,937,2,,,Humphrey,Waldron or Walrond,,,Sea,Somerset,,,,
242,2-0937-02,2,937,2,,,Grace,Waldron or Walrond,,wife of Humphrey,Sea,Somerset,,,,
243,2-0937-02,2,937,2,,,George,Waldron or Walrond,,son of Humphrey,Sea,Somerset,,,,
244,2-0937-03,2,937,3,,,Arthur,Warren,,,Simpson,Buckinghamshire,Gray's Inn,London,,
245,2-0939-01,2,939,1,,,Baptist,Noel,Viscount Campden,,Campden,Gloucestershire,,,,
246,2-0940-01,2,940,1,,,William,Constantine,MP,,,Dorset,Middle Temple,London,,
247,2-0940-02,2,940,2,,,Thomas,Sackvile,,,Sedlescomb,Sussex,,,,
248,2-0941-01,2,941,1,,,Edward,Farnham,,,Quarendon,Leicestershire,,,,
249,2-0941-02,2,941,2,,,Thomas,Bennet,,,Pithouse,Wiltshire,,,,
250,2-0941-02,2,941,2,,,John,Bennet,,son of Thomas,Pithouse,Wiltshire,,,,
251,2-0941-03,2,941,3,,,Joseph,Bent,,,Enderby,Leicestershire,,,,
252,2-0942-01,2,942,1,,,Thomas,Browne,,,Boston,Lincolnshire,,,,
253,2-0942-02,2,942,2,,,Richard,Catlyn,MP,,Kirby Cane,Norfolk,,,,
254,2-0942-03,2,942,3,,,Francis,Cornwallis,,,Beeston,Norfolk,,,,
255,2-0942-04,2,942,4,,,Thomas,Hanham,MP,,Caundle,Dorset,,,,
256,2-0943-01,2,943,1,,Sir,Thomas,Hanmer,bart,,Hanmer,Flintshire,,,,
257,2-0944-01,2,944,1,,,John,Iles,,,Stanwell,Middlesex,,,,
258,2-0944-02,2,944,2,,Sir,Adam,Poyntz Littleton,,,Stoke Milborough,Shropshire,,,,
259,2-0944-03,2,944,3,,,Howell,Lloyd,,servant to Earl of Pembroke and Montgomery,Nantmel,Radnorshire,,,,
260,2-0944-04,2,944,4,,,Gregory,Peake,,,Canterbury,Kent,,,,
261,2-0944-05,2,944,5,,,John,Rous,,,Stow,Huntingdonshire,,,,
262,2-0945-01,2,945,1,,,John,Whistler,MP,,Gray's Inn,London,,,,
263,2-0945-02,2,945,2,,,Matthew,Bunce,,,Throwley,Kent,,,,
264,2-0945-02,2,945,2,,,Stephen,Bunce,,brother of Matthew,Throwley,Kent,,,,
265,2-0945-03,2,945,3,,,Bryan,Cooke,,alderman,Doncaster,Yorkshire,,,,
266,2-0945-03,2,945,3,,,Bryan,Cooke,junior,son of Bryan senior,Inner Temple,London,,,,
267,2-0947-01,2,947,1,,,Thomas,Hillersden,,,Stoke Hammond,Buckinghamshire,,,,
268,2-0947-01,2,947,1,,,William,Hillersden,,brother of Thomas,,,,,,
269,2-0948-01,2,948,1,,,Margaret,Sanders,,brother of Thomas,Henley,Oxfordshire,,,,
270,2-0948-02,2,948,2,,,John,Smith,,,North Nibley,Gloucestershire,Smallcombes Court,Gloucestershire,,
271,2-0948-03,2,948,3,,Sir,Walter,Smith,,,Great Bedwin,Wiltshire,,,,
272,2-0949-01,2,949,1,,Sir,John,South,,,Kelstern,Lincolnshire,,,,
273,2-0949-01,2,949,1,,,Francis,South,,son and heir of John,Kelstern,Lincolnshire,,,,
274,2-0949-02,2,949,2,,,Robert,Benson,,attorney,Leeds,Yorkshire,,,,
275,2-0950-01,2,950,1,,,Edward,Ernley,,,Ashlington,Wiltshire,,,,
276,2-0950-02,2,950,2,,,Thomas,Beamont,,,Whitley,Yorkshire,,,,
277,2-0950-03,2,950,3,,,Thomas,Cromwell,"4th Lord Cromwell, Baron",,Oakham,Rutland,Throwley,Staffordshire,,
278,2-0951-01,2,951,1,,,Thomas,Broughton,,,Broughton,Staffordshire,,,,
279,2-0951-01,2,951,1,,,Bryan,Broughton,,son of Thomas,Broughton,Staffordshire,,,,
280,2-0952-01,2,952,1,,,Robert,Exton,,,Chichester,Sussex,,,,
281,2-0952-02,2,952,2,,,John,Harbin,,,Mudford,Somerset,Newton,Somerset,,
282,2-0952-03,2,952,3,,,John,Mazine,,,Carburton,Nottinghamshire,,,,
283,2-0952-04,2,952,4,,Sir,Humphrey,Tracy,bart,,Stanway,Gloucestershire,Bovey Tracey,Devon,,
284,2-0952-04,2,952,4,,,Elizabeth,Tracy,,wife of Humphrey,Stanway,Gloucestershire,Bovey Tracey,Devon,,
285,2-0953-01,2,953,1,,,Hugh,Tynte,,,Chelvey,Somerset,,,,
286,2-0953-02,2,953,2,,,Arthur,Caley,,,"Snainton, Brompton parish",Yorkshire,,,,
287,2-0953-03,2,953,3,,,William,Darwin,junior,son and heir of William senior,Cletham,Lincolnshire,,,,
288,2-0953-03,2,953,3,,,William,Darwin,senior,late; father of junior,Cletham,Lincolnshire,,,,
289,2-0954-01,2,954,1,,,Thomas,Leman,,attorney of Common Pleas,Aylsham,Norfolk,,,,
290,2-0954-02,2,954,2,,Captain,Richard,Legard,,,Ganton,Yorkshire,,,,
291,2-0954-03,2,954,3,,Sir,Philip,Tirwhitt,bart,,Stanfield,Lincolnshire,,,,
292,2-0955-01,2,955,1,,Sir,Michael,Wharton,,late,Beverley Park,Yorkshire,,,,
293,2-0955-01,2,955,1,,,Michael,Wharton,,late; son of Sir Michael,,,,,,
294,2-0955-01,2,955,1,,,Michael,Wharton,junior,grandson of Sir Michael,,,,,,
295,2-0958-01,2,958,1,,,Gregory,Armitage,,,Nether Shitlington,Yorkshire,Beverley,Yorkshire,,
296,2-0959-01,2,959,1,,,Matthew,Davis,MP,,Shaftesbury,Dorset,,,,
297,2-0959-02,2,959,2,,,Nicholas,Horne,,Yeoman of the King's Guard,Westminster,Middlesex,,,,
